call_id,caller_age_days,calls_per_day,call_duration_sec,avg_call_duration_sec,unique_receivers_24h,receiver_block_rate,spam_reports_count,country_code_risk_score,night_call_ratio,sequential_dialing_score,graph_degree,previous_fraud_associations,reputation_score,fraud_label
CALL0007646,823.0,3.0,250.0,40.2,7.0,12.34,5.0,19.93,19.09,202.25,110.0,0.0,86.6,0.0
CALL0008409,1326.0,4.0,59.0,57.3,7.0,14.0,,37.0,7.14,26.6,57.0,0.0,88.22,0.0
CALL0003286,594.0,5.0,69.0,96.3,6.0,8.8,3.0,29.79,10.49,20.48,57.0,0.0,87.67,0.0
CALL0009456,1029.0,777.0,36.0,28.1,186.0,50.84,1.0,82.9,47.63,53.44,150.0,19.0,10.78,1.0
CALL0000973,28.0,762.0,,259.8,193.0,73.85,71.0,,74.35,67.63,478.0,2.0,15.4,1.0
Call-0000657,726.0,18.0,358.0,359.3,13.0,8.06,2.0,31.62,12.18,16.44,46.0,0.0,52.19,0.0
CALL0000084,582.0,7.0,322.0,284.6,12.0,8.6,1.0,13.85,36.03,22.12,129.0,1.0,71.62,0.0
CALL0007260,575.0,5.0,290.0,395.6,15.0,5.73,2.0,10.02,,17.05,109.0,1.0,89.24,0.0
CALL0008898,1767.0,7.0,318.0,,5.0,0.83,,38.22,29.36,16.92,98.0,0.0,79.75,1.0
CALL0008762,781.0,1.0,252.0,,7.0,2.18,0.0,51.58,30.06,18.23,45.0,0.0,89.2,0.0
CALL0008266,807.0,17.0,307.0,302.4,5.0,2.82,2.0,67.11,19.22,12.47,182.0,0.0,85.32,0.0
CALL0007200,3426.0,7.0,200.0,155.4,8.0,,3.0,32.98,23.96,12.57,162.0,0.0,79.44,0.0
CALL0003466,1513.0,6.0,233.0,298.2,6.0,5.31,1.0,17.18,16.42,13.64,98.0,0.0,86.79,0.0
CALL0000083,2897.0,15.0,476.0,642.2,2.0,7.83,6.0,11.78,,15.23,109.0,0.0,93.72,0.0
CALL0004229,19.0,986.0,116.0,181.9,176.0,63.4,81.0,46.16,43.64,66.34,396.0,21.0,11.66,1.0
CALL0005072,1629.0,18.0,170.0,297.8,12.0,12.11,2.0,42.72,7.4,7.69,19.0,0.0,88.95,0.0
CALL0001297,883.0,3.0,678.0,332.7,10.0,7.11,2.0,58.63,20.26,13.62,24.0,0.0,73.12,0.0
CALL0007545,1446.0,1007.0,26.0,,326.0,70.29,83.0,41.19,,91.31,270.0,1.0,41.78,1.0
CALL0007857,911.0,607.0,423.0,,,13.32,0.0,39.94,13.81,12.39,270.0,0.0,79.55,0.0
CALL0009460,1330.0,,321.0,257.5,8.0,11.38,0.0,24.57,24.27,14.45,151.0,8.0,79.81,0.0
CALL0005607,,6.0,214.0,192.0,8.0,4.28,2.0,33.15,18.82,3.32,29.0,1.0,83.32,
CALL0001577,1148.0,21.0,225.0,191.8,,4.98,1.0,11.8,19.37,9.15,106.0,0.0,84.32,0.0
CALL0005060,7.0,,18.0,7.5,54.0,70.93,90.0,21.75,49.45,,322.0,24.0,43.63,1.0
CALL0002112,637.0,17.0,120.0,120.2,120.0,21.83,1.0,34.1,12.87,8.47,63.0,0.0,79.31,0.0
CALL0000574,1190.0,11.0,266.0,352.4,5.0,17.22,0.0,44.29,37.06,9.98,16.0,,73.22,0.0
CALL0000447,731.0,3.0,619.0,403.7,4.0,4.34,1.0,11.22,50.7,2.24,67.0,0.0,90.0,0.0
CALL0002947,633.0,1413.0,32.0,35.0,174.0,84.38,83.0,78.66,38.65,84.87,216.0,29.0,62.88,1.0
CALL0008699,440.0,,214.0,167.9,12.0,5.42,1.0,34.48,16.21,10.18,123.0,0.0,66.51,0.0
CALL0002933,352.0,1497.0,6.0,8.1,138.0,83.03,66.0,91.65,56.69,73.94,203.0,25.0,46.64,1.0
CALL0009388,843.0,27.0,152.0,157.8,9.0,12.69,1.0,22.95,14.5,11.78,73.0,0.0,94.56,0.0
CALL0002762,141.0,1479.0,10.0,4.4,148.0,69.45,0.0,90.44,60.46,81.68,525.0,22.0,24.81,1.0
CALL0006396,34.0,730.0,,41.5,108.0,32.06,90.0,44.79,80.11,74.7,459.0,21.0,21.71,1.0
CALL0009270,397.0,279.0,48.0,62.1,83.0,78.02,82.0,43.93,68.2,81.9,196.0,21.0,16.22,0.0
CALL0004640,1198.0,1060.0,85.0,77.4,58.0,54.41,71.0,81.43,53.58,61.58,474.0,20.0,40.82,1.0
CALL0002650,551.0,11.0,353.0,313.4,6.0,5.78,4.0,50.13,19.14,30.07,135.0,0.0,69.98,0.0
CALL0008918,741.0,8.0,169.0,183.0,8.0,9.4,2.0,41.75,45.84,31.41,52.0,0.0,58.88,0.0
CALL0008526,923.0,5.0,281.0,242.0,4.0,6.53,0.0,19.67,35.98,26.13,97.0,0.0,79.28,0.0
CALL0005569,209.0,15.0,290.0,300.0,8.0,6.95,1.0,29.76,7.14,12.03,90.0,1.0,92.56,0.0
CALL0009919,486.0,369.0,41.0,53.0,127.0,47.67,76.0,41.6,67.13,84.72,281.0,15.0,46.95,1.0
CALL0001480,18.0,1307.0,35.0,38.7,140.0,60.1,2.0,58.75,67.78,84.88,354.0,16.0,25.12,1.0
CALL0008501,166.0,,3000.0,134.5,4.0,12.21,3.0,24.85,25.72,5.62,,0.0,88.23,0.0
CALL0005381,1167.0,22.0,344.0,398.0,5.0,13.0,,49.93,16.94,8.83,77.0,0.0,90.94,0.0
call0006191,541.0,12.0,436.0,419.3,8.0,5.84,1.0,59.38,15.53,5.25,165.0,0.0,65.4,0.0
CALL0009759,453.0,,134.0,113.2,9.0,29.44,1.0,23.61,18.49,18.54,23.0,8.0,69.44,0.0
CALL0001886,329.0,5.0,189.0,183.0,5.0,8.57,3.0,51.17,25.79,6.22,103.0,0.0,93.52,0.0
CALL0009047,317.0,4.0,136.0,183.4,9.0,4.44,3.0,37.69,7.67,27.56,101.0,1.0,83.37,0.0
CALL0008396,5.0,,16.0,1.0,,15.11,100.0,62.79,49.77,79.01,443.0,30.0,15.21,1.0
CALL0006715,357.0,2.0,78.0,61.8,3.0,4.65,0.0,27.67,17.66,17.85,133.0,0.0,93.44,0.0
CALL0003411,287.0,,141.0,132.2,5.0,8.04,,39.92,19.46,5.69,104.0,1.0,47.86,0.0
CALL0009053,1302.0,6.0,363.0,462.0,7.0,2.77,2.0,13.13,16.73,24.87,15.0,0.0,64.31,0.0
CALL0001781,191.0,24.0,,155.0,,4.36,1.0,34.32,14.55,19.33,87.0,0.0,67.15,0.0
CALL0006487,970.0,28.0,138.0,169.9,9.0,13.28,2.0,33.74,26.85,9.56,112.0,1.0,96.17,0.0
CALL0001590,17.0,209.0,19.0,11.2,151.0,67.81,0.0,76.94,72.36,60.64,,16.0,24.21,1.0
CALL0005480,859.0,24.0,400.0,354.0,10.0,14.22,3.0,59.09,18.84,,28.0,0.0,88.36,0.0
CALL0007428,733.0,5.0,305.0,279.2,5.0,9.71,1.0,54.43,52.53,17.4,100.0,0.0,82.98,0.0
CALL0004860,737.0,17.0,312.0,440.6,7.0,14.1,2.0,30.82,10.27,5.33,100.0,1.0,73.5,0.0
CALL0000336,392.0,16.0,105.0,100.1,8.0,3.93,0.0,27.93,27.73,12.48,135.0,0.0,80.48,0.0
CALL0004702,1732.0,3.0,235.0,266.2,10.0,1.39,0.0,18.74,23.81,4.77,84.0,0.0,91.92,0.0
CALL0007460,838.0,325.0,391.0,395.0,67.0,6.3,4.0,23.13,10.99,7.71,362.0,1.0,90.65,0.0
CALL0005532,18.0,234.0,271.0,196.5,84.0,60.67,78.0,,19.8,51.63,342.0,28.0,67.13,1.0
CALL0000832,34.0,1006.0,,50.8,81.0,50.91,5.0,76.1,50.69,66.34,577.0,16.0,31.04,1.0
CALL0003822,1634.0,20.0,251.0,310.2,6.0,15.68,1.0,17.27,24.98,1.99,51.0,0.0,45.56,0.0
CALL0003350,257.0,15.0,14.0,12.6,4.0,39.19,83.0,85.38,63.9,52.2,19.0,22.0,16.81,1.0
CALL0000312,751.0,2.0,426.0,553.0,10.0,18.06,1.0,46.08,9.86,3.09,67.0,0.0,60.95,0.0
CALL0008652,38.0,1181.0,5.0,,220.0,71.75,97.0,54.57,71.85,69.38,300.0,33.0,21.9,1.0
CALL0005792,1578.0,3.0,150.0,111.6,9.0,9.74,1.0,19.6,16.01,11.41,36.0,0.0,77.37,0.0
CALL0009463,,670.0,16.0,14.3,105.0,53.31,83.0,72.18,53.35,71.86,101.0,19.0,6.88,1.0
CALL0007653,999.0,5.0,279.0,145.4,6.0,5.18,1.0,14.46,,19.66,40.0,0.0,91.97,0.0
CALL0004172,548.0,20.0,354.0,435.5,6.0,3.94,2.0,34.91,,2.05,131.0,0.0,89.13,0.0
CALL0007081,176.0,6.0,418.0,312.0,,11.84,0.0,29.73,10.26,,157.0,0.0,97.23,0.0
CALL0001640,2196.0,757.0,217.0,220.0,77.0,7.57,1.0,35.64,16.14,35.28,247.0,1.0,89.7,0.0
CALL0004956,37.0,3.0,5.0,1.0,2.0,63.75,90.0,63.11,70.13,88.44,2.0,17.0,8.98,1.0
CALL0007518,1253.0,5.0,402.0,383.8,6.0,9.19,0.0,42.28,61.13,5.88,65.0,0.0,94.97,0.0
CALL0009347,614.0,8.0,1.0,1.0,6.0,40.3,3.0,26.15,37.24,14.95,68.0,0.0,84.83,0.0
CALL0009515,301.0,8.0,189.0,222.0,11.0,3.87,0.0,3.39,8.28,23.03,105.0,0.0,79.61,0.0
CALL0008175,868.0,447.0,171.0,113.3,89.0,,,16.99,24.4,11.05,369.0,1.0,91.21,0.0
CALL0005599,342.0,5.0,329.0,402.4,7.0,5.13,1.0,31.38,33.88,15.69,63.0,0.0,66.15,
CALL0005745,1312.0,5.0,283.0,189.6,9.0,6.85,1.0,23.31,36.41,19.98,89.0,0.0,57.32,0.0
CALL0004745,654.0,8.0,324.0,324.9,7.0,14.18,0.0,36.14,2.46,28.06,,0.0,85.35,0.0
CALL0000349,1171.0,22.0,267.0,252.6,8.0,7.95,0.0,16.01,37.11,15.11,22.0,0.0,56.81,0.0
CALL0003681,665.0,6.0,82.0,,12.0,11.46,0.0,10.57,25.5,9.23,53.0,0.0,75.03,0.0
CALL0006709,3634.0,9.0,342.0,379.5,2.0,7.34,0.0,73.62,31.65,6.54,65.0,0.0,83.0,0.0
CALL0002619,42.0,985.0,52.0,70.3,134.0,41.15,4.0,46.65,85.11,44.75,232.0,19.0,,1.0
CALL0009083,19.0,893.0,11.0,27.7,255.0,39.12,3.0,61.66,31.96,85.91,,27.0,7.34,1.0
CALL0007337,91.0,13.0,42.0,,6.0,78.66,70.0,61.37,36.39,74.2,28.0,15.0,0.9,1.0
CALL0003329,886.0,7.0,412.0,305.7,10.0,7.15,2.0,7.32,21.68,26.17,81.0,0.0,96.73,0.0
CALL0003556,466.0,13.0,79.0,62.0,8.0,2.11,1.0,24.02,36.64,21.38,112.0,1.0,79.36,0.0
CALL0002973,620.0,,367.0,349.5,8.0,10.71,3.0,21.96,32.26,35.35,43.0,0.0,80.45,0.0
CALL0008153,335.0,974.0,281.0,147.0,254.0,71.9,76.0,65.1,29.32,70.24,374.0,22.0,38.76,1.0
CALL0009799,676.0,4.0,243.0,250.7,9.0,2.06,2.0,28.73,15.85,12.48,158.0,0.0,88.57,0.0
CALL0006927,447.0,9.0,333.0,251.3,12.0,6.01,2.0,25.27,6.59,,,0.0,97.95,0.0
CALL0009994,2205.0,7.0,501.0,645.4,13.0,21.72,2.0,20.97,6.1,30.58,84.0,1.0,93.01,
CALL0000505,1000.0,7.0,294.0,305.2,8.0,8.32,0.0,58.15,11.76,17.38,63.0,0.0,78.1,0.0
CALL0003209,1132.0,3.0,162.0,156.5,7.0,3.26,2.0,29.97,22.81,17.22,63.0,0.0,89.92,0.0
CALL0004258,2320.0,16.0,159.0,220.4,10.0,0.74,0.0,46.57,9.33,15.17,98.0,0.0,83.72,0.0
CALL0005747,452.0,12.0,91.0,110.1,7.0,9.4,0.0,,10.21,7.86,161.0,0.0,68.67,0.0
CALL0001134,796.0,695.0,229.0,246.3,128.0,84.04,91.0,56.16,75.08,67.09,249.0,1.0,4.52,1.0
CALL0007413,3087.0,7.0,199.0,288.4,9.0,14.57,1.0,34.24,,9.83,191.0,0.0,85.27,0.0
CALL0008340,809.0,244.0,53.0,81.1,72.0,7.42,0.0,15.98,28.01,5.7,96.0,0.0,90.84,0.0
CALL0001077,900.0,52.0,97.0,131.3,12.0,3.91,2.0,,21.32,9.03,106.0,1.0,79.8,0.0
CALL0009466,596.0,5.0,401.0,563.5,10.0,3.18,3.0,44.22,5.03,2.37,71.0,0.0,86.83,0.0
CALL0006207,1223.0,5.0,237.0,274.8,5.0,22.63,0.0,45.35,,5.51,208.0,0.0,87.33,0.0
CALL0001222,3097.0,15.0,510.0,723.3,9.0,2.61,0.0,66.32,46.4,7.88,59.0,0.0,89.71,0.0
CALL0005618,1223.0,43.0,286.0,169.3,,19.69,1.0,24.5,14.52,50.16,42.0,1.0,81.41,0.0
CALL0005994,821.0,3.0,139.0,123.8,4.0,1.59,1.0,18.79,9.3,11.16,136.0,0.0,93.22,0.0
CALL0006046,903.0,7.0,103.0,129.0,5.0,1.79,2.0,28.05,5.41,37.75,32.0,0.0,89.6,0.0
CALL0006760,867.0,17.0,219.0,129.5,5.0,9.05,2.0,20.22,51.87,9.58,103.0,1.0,89.84,0.0
CALL0007044,1028.0,8.0,1980.0,54.0,6.0,2.8,0.0,,21.39,19.41,38.0,0.0,65.69,0.0
CALL0003194,370.0,7.0,262.0,312.8,6.0,4.3,1.0,20.01,3.97,5.01,64.0,0.0,74.83,0.0
CALL0002135,1791.0,17.0,309.0,278.0,15.0,3.4,2.0,,29.41,15.38,115.0,1.0,81.53,0.0
CALL0000202,1079.0,2.0,209.0,122.5,7.0,3.96,2.0,22.52,11.7,22.47,56.0,0.0,72.2,0.0
CALL0001909,767.0,4.0,1530.0,,7.0,8.77,0.0,29.02,29.47,19.78,171.0,,75.45,0.0
CALL0006735,2091.0,4.0,147.0,118.7,8.0,10.36,1.0,12.34,12.8,3.23,42.0,,81.82,0.0
CALL0000773,35.0,283.0,3.0,7.8,90.0,63.03,76.0,76.74,84.06,70.19,557.0,18.0,17.28,1.0
CALL0000617,7.0,505.0,17.0,1.5,35.0,61.33,2.0,65.38,61.75,71.79,559.0,2.0,31.35,1.0
CALL0003241,1006.0,3.0,330.0,296.6,6.0,12.79,1.0,50.06,0.9,5.06,,0.0,67.66,0.0
CALL0000354,1961.0,9.0,344.0,152.9,10.0,21.98,0.0,25.48,13.58,22.07,52.0,0.0,83.16,0.0
CALL0008057,65.0,889.0,1225.0,58.4,161.0,,78.0,25.75,54.91,40.86,395.0,20.0,35.49,1.0
CALL0000679,403.0,19.0,,85.8,14.0,5.34,1.0,,14.73,25.64,94.0,0.0,85.87,0.0
CALL0000416,602.0,754.0,262.0,188.9,61.0,1.56,,37.07,4.98,14.34,258.0,1.0,74.67,0.0
CALL0000876,260.0,7.0,663.0,669.3,5.0,15.87,1.0,52.01,3.38,33.07,230.0,0.0,57.39,0.0
CALL0004766,1348.0,5.0,135.0,81.8,14.0,23.09,0.0,10.91,4.53,,58.0,1.0,84.37,0.0
CALL0001956,911.0,1040.0,19.0,19.0,170.0,81.31,3.0,,81.25,94.73,337.0,27.0,32.19,1.0
CALL0005646,796.0,10.0,440.0,710.4,7.0,7.44,1.0,39.29,5.08,15.73,21.0,0.0,72.08,0.0
CALL0006580,923.0,12.0,253.0,187.1,7.0,8.17,0.0,45.41,19.56,10.52,61.0,0.0,56.63,0.0
CALL0004497,632.0,12.0,182.0,174.1,13.0,5.65,0.0,18.1,23.37,32.69,43.0,0.0,89.47,0.0
CALL0008070,1593.0,,159.0,202.7,13.0,27.21,0.0,70.36,19.3,2.95,93.0,1.0,88.09,0.0
CALL0007224,245.0,5.0,400.0,544.2,15.0,11.69,1.0,31.94,16.04,30.05,66.0,0.0,79.68,0.0
CALL0004710,1673.0,5.0,487.0,474.6,7.0,2.31,2.0,12.39,30.06,,43.0,0.0,76.62,0.0
CALL0001814,68.0,4420.0,24.0,19.1,185.0,60.88,101.0,75.53,51.69,63.09,212.0,1.0,5.96,1.0
CALL0006918,655.0,18.0,67.0,41.5,8.0,7.62,2.0,,22.2,3.75,51.0,0.0,87.02,0.0
CALL0005914,1712.0,,73.0,,16.0,1.48,3.0,46.03,3.45,26.22,154.0,1.0,80.99,0.0
CALL0004601,322.0,6.0,828.0,655.9,9.0,2.18,1.0,,24.95,,25.0,0.0,81.37,0.0
CALL0000228,2590.0,37.0,281.0,380.9,7.0,0.81,,22.44,34.4,18.08,105.0,0.0,87.08,0.0
CALL0004342,483.0,5.0,403.0,,4.0,10.54,2.0,4.49,6.98,18.86,54.0,2.0,84.34,0.0
CALL0003724,19.0,1046.0,315.0,213.1,172.0,80.23,81.0,72.64,69.85,30.18,382.0,1.0,56.1,1.0
CALL0000375,8.0,574.0,27.0,12.2,134.0,31.34,86.0,43.84,53.34,468.45,386.0,23.0,15.18,0.0
CALL0004216,824.0,3.0,258.0,189.6,8.0,4.59,2.0,44.31,11.29,13.71,,0.0,84.04,1.0
CALL0000041,806.0,7.0,366.0,467.1,7.0,9.55,2.0,24.09,,4.43,75.0,0.0,72.57,0.0
CALL0008239,34.0,18.0,6.0,5.7,6.0,54.51,85.0,87.59,27.83,89.19,59.0,22.0,7.18,1.0
CALL0004203,1452.0,18.0,176.0,,8.0,7.31,2.0,20.41,23.68,46.7,48.0,1.0,58.42,0.0
CALL0000647,1804.0,4.0,95.0,91.3,6.0,12.22,3.0,30.87,,23.93,103.0,0.0,86.48,0.0
CALL0008450,3650.0,415.0,93.0,78.9,75.0,12.26,0.0,7.09,8.14,31.07,348.0,0.0,86.1,0.0
CALL0007840,1131.0,20.0,178.0,241.2,10.0,11.13,1.0,28.95,24.53,31.27,28.0,0.0,83.42,0.0
CALL0007360,919.0,2.0,343.0,320.1,5.0,12.98,1.0,50.37,8.41,14.66,45.0,1.0,65.51,0.0
CALL0002795,528.0,16.0,171.0,103.2,6.0,8.12,1.0,29.43,24.61,6.12,101.0,0.0,92.76,0.0
CALL0002066,2010.0,16.0,313.0,169.3,9.0,,0.0,28.92,12.91,4.22,102.0,1.0,85.19,0.0
CALL0003370,22.0,1458.0,4.0,14.6,55.0,58.82,83.0,50.54,83.45,77.85,254.0,22.0,36.51,1.0
CALL0004651,1455.0,50.0,321.0,326.2,7.0,3.74,0.0,28.74,12.98,20.35,30.0,0.0,98.52,0.0
CALL0002951,595.0,27.0,281.0,241.5,11.0,10.21,,33.13,25.54,13.08,119.0,0.0,74.71,0.0
CALL0006439,12.0,298.0,28.0,26.9,62.0,72.36,0.0,38.29,43.23,87.99,461.0,15.0,38.55,1.0
CALL0009073,1077.0,11.0,116.0,,12.0,3.18,0.0,56.39,36.57,5.99,256.0,0.0,73.7,0.0
CALL0002028,674.0,2.0,354.0,496.4,13.0,1.15,5.0,18.51,24.03,3.34,85.0,0.0,47.13,0.0
CALL0005418,1339.0,8.0,66.0,55.2,2.0,67.9,72.0,,51.82,91.94,15.0,31.0,57.06,1.0
CALL0005861,,18.0,163.0,160.4,7.0,1.83,0.0,41.64,7.3,12.71,142.0,1.0,84.35,0.0
CALL0000803,792.0,895.0,17.0,6.4,181.0,75.82,2.0,54.81,58.28,72.31,541.0,1.0,31.19,1.0
CALL0001388,846.0,779.0,147.0,165.0,84.0,5.17,0.0,26.71,21.09,15.57,179.0,1.0,70.51,0.0
CALL0006651,579.0,12.0,249.0,193.8,5.0,9.59,4.0,34.13,8.12,8.03,167.0,0.0,79.52,0.0
CALL0009976,471.0,719.0,472.0,433.0,55.0,11.54,2.0,33.17,,13.82,221.0,0.0,59.48,0.0
CALL0006133,992.0,5.0,454.0,379.6,10.0,2.01,1.0,13.73,24.49,10.11,78.0,1.0,65.96,0.0
CALL0009786,428.0,5.0,365.0,427.5,10.0,3.18,2.0,33.98,,8.54,94.0,1.0,82.73,0.0
CALL0003270,298.0,7.0,206.0,191.4,8.0,7.89,0.0,,2.48,28.29,41.0,0.0,80.84,0.0
CALL0000606,1499.0,5.0,212.0,,5.0,10.69,0.0,10.87,29.1,6.67,114.0,0.0,56.53,1.0
CALL0006055,87.0,1031.0,15.0,30.1,141.0,,71.0,60.34,40.15,78.24,191.0,18.0,18.79,1.0
CALL0007633,15.0,811.0,225.0,248.1,48.0,31.73,3.0,62.94,72.7,66.45,823.0,0.0,5.49,1.0
CALL0001272,39.0,4.0,41.0,42.6,8.0,,108.0,73.15,77.26,85.25,26.0,20.0,22.62,1.0
CALL0000276,36.0,879.0,35.0,28.0,260.0,78.21,74.0,46.61,39.04,70.96,142.0,17.0,26.6,
CALL0007694,14.0,977.0,44.0,52.5,99.0,85.14,77.0,56.2,65.58,62.49,223.0,24.0,3.99,0.0
CALL0001918,2144.0,38.0,474.0,321.1,5.0,20.68,2.0,19.56,14.22,2.3,87.0,0.0,61.38,0.0
CALL0002974,601.0,4.0,177.0,155.4,7.0,17.4,,,17.09,27.38,162.0,5.0,,0.0
CALL0008924,1168.0,209.0,612.0,378.8,1240.0,1.73,3.0,37.2,10.74,30.55,302.0,0.0,68.24,0.0
CALL0005416,471.0,5.0,184.0,257.2,4.0,9.21,0.0,42.97,8.33,9.92,430.0,1.0,93.19,0.0
CALL0009948,668.0,7.0,315.0,219.5,7.0,2.59,1.0,28.65,39.18,8.2,69.0,0.0,90.38,0.0
CALL0003196,646.0,7.0,99.0,73.0,7.0,12.84,3.0,14.0,15.1,24.57,83.0,0.0,84.06,0.0
CALL0004800,305.0,7.0,847.0,1195.2,9.0,4.89,1.0,9.46,3.99,15.68,24.0,0.0,71.96,0.0
CALL0005731,,19.0,175.0,180.4,90.0,8.28,0.0,47.94,51.77,7.78,92.0,1.0,80.62,0.0
CALL0005028,570.0,,10.0,9.6,159.0,57.47,,65.54,77.31,70.45,83.0,16.0,29.2,1.0
CALL0001550,1488.0,5.0,24.0,30.0,5.0,23.81,66.0,50.29,48.01,72.73,31.0,0.0,35.77,1.0
CALL0002040,926.0,4.0,126.0,,9.0,2.1,4.0,22.83,23.56,15.24,31.0,0.0,72.57,0.0
call0006608,1197.0,7.0,133.0,124.9,5.0,11.86,2.0,29.4,16.75,9.45,47.0,0.0,58.72,0.0
CALL0009630,7.0,135.0,50.0,,77.0,75.01,83.0,75.59,49.68,29.22,158.0,0.0,23.19,1.0
CALL0004373,877.0,,299.0,219.8,6.0,5.49,2.0,38.46,19.9,15.95,41.0,0.0,69.75,0.0
CALL0001839,2923.0,9.0,246.0,145.4,10.0,3.05,3.0,,,21.97,39.0,0.0,85.09,0.0
CALL0002603,1316.0,39.0,135.0,,13.0,7.9,3.0,18.25,14.53,6.03,29.0,0.0,82.13,
CALL0006766,548.0,7.0,3850.0,148.9,8.0,21.12,4.0,25.97,5.61,11.05,57.0,0.0,,0.0
CALL0005007,406.0,8.0,296.0,333.5,5.0,8.64,2.0,13.03,13.29,16.48,22.0,0.0,96.97,0.0
CALL0005352,1390.0,9.0,185.0,160.4,16.0,15.61,2.0,19.04,13.3,9.15,156.0,0.0,67.71,0.0
CALL0009928,233.0,1446.0,48.0,33.8,134.0,82.18,0.0,36.65,,55.96,852.0,1.0,12.89,1.0
CALL0001798,1167.0,6.0,58.0,67.8,9.0,3.86,1.0,23.51,19.07,4.17,25.0,0.0,48.51,0.0
CALL0002145,1001.0,14.0,5895.0,452.6,,9.95,2.0,22.51,6.0,34.02,33.0,0.0,91.32,0.0
CALL0001368,21.0,238.0,282.0,258.1,228.0,42.92,71.0,52.38,41.37,85.29,,20.0,21.58,1.0
CALL0005201,466.0,425.0,434.0,235.0,73.0,11.99,2.0,27.23,15.21,14.92,5475.0,0.0,81.2,0.0
CALL0007052,66.0,1096.0,14.0,13.4,,,83.0,52.84,44.28,79.45,387.0,0.0,30.82,1.0
CALL0001284,362.0,11.0,319.0,382.9,3.0,12.08,5.0,27.69,,24.64,100.0,0.0,82.71,0.0
call0003754,16.0,101.0,28.0,33.4,86.0,58.24,,63.67,64.13,95.77,375.0,25.0,17.44,1.0
CALL0005780,477.0,9.0,311.0,,8.0,4.99,1.0,52.68,4.73,21.99,46.0,0.0,66.85,0.0
CALL0007140,757.0,16.0,183.0,,9.0,11.55,2.0,19.72,62.48,25.3,63.0,0.0,63.26,0.0
CALL0004178,796.0,5.0,88.0,54.3,10.0,17.29,1.0,37.7,13.64,1.92,23.0,0.0,88.5,0.0
CALL0002899,1611.0,2.0,574.0,724.9,,10.47,0.0,18.99,15.65,17.65,87.0,3.0,73.18,0.0
CALL0002605,1271.0,5.0,393.0,435.0,7.0,2.51,2.0,16.84,,14.33,157.0,1.0,78.34,0.0
CALL0007320,28.0,939.0,10.0,1.0,139.0,71.91,3.0,37.66,64.08,74.36,189.0,0.0,25.8,1.0
CALL0007662,1585.0,7.0,322.0,297.6,8.0,16.46,0.0,41.61,14.46,,18.0,0.0,89.15,0.0
CALL0008520,624.0,466.0,209.0,151.5,64.0,6.15,3.0,14.9,22.03,12.56,301.0,0.0,83.85,0.0
CALL0001150,1368.0,7.0,287.0,363.2,6.0,13.35,0.0,20.16,10.36,25.32,172.0,0.0,58.21,0.0
CALL0008656,,1082.0,50.0,56.2,100.0,57.48,4.0,56.95,48.6,56.1,558.0,13.0,13.88,1.0
CALL0000107,1109.0,20.0,,424.1,11.0,9.3,0.0,25.84,15.64,11.46,86.0,0.0,89.11,0.0
CALL0000599,24.0,832.0,129.0,57.7,,76.41,70.0,64.44,78.06,64.05,307.0,21.0,31.05,1.0
CALL0004163,23.0,1386.0,22.0,19.3,126.0,20.69,3.0,63.91,58.83,75.76,458.0,0.0,34.31,1.0
CALL0006437,1371.0,20.0,71.0,,3.0,16.91,1.0,6.02,20.44,23.39,,,92.34,0.0
CALL0003645,471.0,10.0,393.0,,13.0,9.77,1.0,52.13,46.62,29.63,45.0,0.0,,0.0
CALL0008362,358.0,30.0,331.0,215.4,6.0,10.09,3.0,23.41,15.26,27.15,78.0,0.0,87.42,0.0
CALL0005320,1932.0,23.0,338.0,362.6,11.0,19.68,3.0,23.41,22.26,27.92,123.0,1.0,73.74,0.0
CALL0005911,59.0,14.0,40.0,41.8,3.0,81.79,65.0,54.28,75.25,56.74,65.0,30.0,15.93,1.0
CALL0001870,591.0,4.0,409.0,,9.0,13.12,0.0,28.36,29.92,20.28,216.0,0.0,95.61,0.0
CALL0002512,764.0,6.0,334.0,,11.0,13.55,1.0,65.78,10.31,18.21,168.0,0.0,52.74,0.0
CALL0002583,545.0,30.0,142.0,146.3,7.0,11.13,2.0,,42.67,5.94,765.0,,83.94,0.0
CALL0006117,,2.0,257.0,306.4,8.0,2.8,1.0,42.34,3.94,13.41,89.0,0.0,87.72,0.0
CALL0000867,47.0,548.0,18.0,24.0,,63.03,83.0,59.43,54.9,60.9,733.0,23.0,47.71,1.0
CALL0004264,1185.0,994.0,76.0,61.6,106.0,24.71,63.0,49.27,24.24,81.9,261.0,15.0,14.88,1.0
CALL0005240,6.0,1079.0,36.0,35.2,176.0,59.83,60.0,80.5,64.14,32.24,6375.0,17.0,60.82,1.0
CALL0002244,25.0,883.0,19.0,,180.0,,64.0,28.82,18.57,1728.4,1665.0,23.0,22.84,1.0
CALL0004160,1069.0,4.0,274.0,,7.0,11.55,0.0,37.19,35.2,1.41,176.0,0.0,87.0,0.0
CALL0003790,1724.0,13.0,148.0,,13.0,17.41,1.0,23.43,5.19,11.5,54.0,0.0,79.55,0.0
CALL0009159,662.0,47.0,239.0,178.3,11.0,15.77,0.0,7.72,19.42,20.86,88.0,1.0,71.5,
CALL0009594,999.0,,196.0,223.7,9.0,10.26,2.0,19.41,16.79,20.12,25.0,0.0,60.84,0.0
